"Código do Produto (60)","Tipo (Produto/Servico)","Nome do Produto (120)",Fornecedor,"ID Fornecedor","Marca (25)","Estoque Mínimo","Estoque Máximo","Estoque Atual","Unidade (06)","Produto Variado (Sim/Não)","Valor Venda (Tabela Padrão)","Valor Custo",Peso,"Peso Liq.",ICMS,IPI,PIS,COFINS,"Unidade tributável","Código Benefício Fiscal","Código CEST","NCM (8)","Origem (0 a 8)","Numero da ordem","Código de Barras (GTIN-8,12,13,14)","Tipo Class. (Fiscal)",Observações,"ID Categoria","ID Subcategoria","Situação (Ativo/Inativo)",Tamanho,"Localização no Estoque"
05199.0002.01,Produto,"CHAVE BOIA UNIP 16A 1.2MT","AAGUA COMERCIO E DISTRIBUICAO DE MATERIAIS HIDRAULICOS LTDA",33950911,,"0,00","0,00","0,00",un,Não,"66,19","35,20","0,00","0,00","0,00","0,00","0,00","0,00",,,,90261029,0,,7892327536064,,,361088,,Ativo,,
01525,Produto,"CINTA AMARRACAO CARGA CATRACA CC080 0-8T 4-6M - VONDER","PARANA COMERCIO DE MATERIAIS ELETRICOS E SERVICOS LTDA",33950773,,"0,00","0,00","1,00",UN,Não,"47,95","47,95","0,00","0,00","0,00","0,00","1,65","7,60",,,,63079090,2,,7893946169442,07,,347054,,Ativo,,
CTP0001,Produto,"COLAR TOM. PVC 32*3/4 C/TRAVA SAIDA ROSCAVEL TIGRE",,0,TIGRE,"5,00","50,00","0,00",UN,Não,"7,75","4,45","0,00","0,00","0,00","0,00","0,00","0,00",,,,39174090,0,,,00,"COLAR DE TOMADA 3/4",340852,,Inativo,,
23045060,Produto,"COLAR TOM.PVC 25*3/4 C/TRAVA SAIDA ROSCAVEL","AAGUA COMERCIO E DISTRIBUICAO DE MATERIAIS HIDRAULICOS LTDA",33950911,,"0,00","0,00","30,00",un,Não,"20,40","9,09","0,00","0,00","0,00","0,00","0,00","0,00",,,,39174090,0,,7899349144598,,,340852,,Ativo,,
23045087,Produto,"COLAR TOM.PVC 32*3/4 C/TRAVA SAIDA ROSCAVEL","AAGUA COMERCIO E DISTRIBUICAO DE MATERIAIS HIDRAULICOS LTDA",33950911,,"0,00","0,00","119,00",un,Não,"13,42","5,97","0,00","0,00","0,00","0,00","0,00","0,00",,,,39174090,0,,7897613349991,,,340852,,Ativo,,
,Produto,"COLAR TOM.PVC 50*3/4 C/TRAVA SAIDA ROSCAVEL","AAGUA COMERCIO E DISTRIBUICAO DE MATERIAIS HIDRAULICOS LTDA",33950911,,"0,00","0,00","1,00",UN,Não,"17,76","7,86","0,00","0,00","0,00","0,00","0,00","0,00",,,,39174090,0,,,,,340852,,Ativo,,
,Produto,"COLAR TOM.PVC 75*3/4 C/TRAVA SAIDA ROSCAVEL","AAGUA COMERCIO E DISTRIBUICAO DE MATERIAIS HIDRAULICOS LTDA",33950911,TIGRE,"0,00","0,00","0,00",UN,Não,"36,70","21,79","0,00","0,00","0,00","0,00","0,00","0,00",,,,39174090,0,,,00,,340852,,Ativo,,
16216,Produto,"COMUTADORA  CEW KNOB 2P FIXA 45o BLOC FLAN 1NA - WEG","PARANA COMERCIO DE MATERIAIS ELETRICOS E SERVICOS LTDA",33950773,,"0,00","0,00","1,00",un,Não,"52,07","37,10","0,00","0,00","0,00","0,00","0,00","0,00",,,,85365090,0,,7890355177235,,,340802,,Ativo,,
6257,Produto,"CONDUITE CORRUGADO REFORCADO 1 AMARELO - 25 M KRONA / PLASTILIT / TRAMONTINA / TIGRE","MMH MATERIAIS DE CONSTRUCAO LTDA",37624399,,"0,00","0,00","0,00",mt,Não,"5,62","2,50","0,00","0,00","0,00","0,00","0,00","0,00",,,,39172300,0,,,,,377843,,Ativo,,
5801,Produto,"CONDUITE CORRUGADO REFORCADO 3/4 AMARELO - 50 M KRONA / PLASTILIT / TRAMONTINA / PLAST FLEX","MMH MATERIAIS DE CONSTRUCAO LTDA",37624399,,"0,00","0,00","0,00",mt,Não,"1,90","1,90","0,00","0,00","0,00","0,00","0,00","0,00",,,,39172300,0,,,,,377843,,Ativo,,
18282,Produto,"CONDULETE PVC TOP CINZA LPW1 1","PARANA COMERCIO DE MATERIAIS ELETRICOS E SERVICOS LTDA",33950773,,"0,00","0,00","4,00",un,Não,"15,92","7,09","0,00","0,00","0,00","0,00","0,00","0,00",,,,39174090,0,,7895310060454,,,377843,,Ativo,,
18317,Produto,"CONDULETE PVC TOP CINZA LPW1 1-2","PARANA COMERCIO DE MATERIAIS ELETRICOS E SERVICOS LTDA",33950773,,"0,00","0,00","1,00",un,Não,"4,26","4,26",,,,,,,,,,39174090,0,,7895310056051,,,0,,Ativo,,
10781,Produto,"CONECTOR 1/2 SBE 050 RAIN BIRD","CASA DAS BOMBAS COMERCIO E EQUIPAMENTOS LTDA",34857978,"RAIN BIRD","0,00","0,00","143,00",un,Não,"3,52","1,54","0,00","0,00","0,00","0,00","0,00","0,00",,,,84248229,0,,753800000601,,,340852,,Ativo,,
000084,Produto,"CONECTOR 2 VIAS ETE-7743","CAIO SILVA DE CARVALHO",37623772,,"0,00","0,00","2,00",un,Não,"25,00","25,00","0,00","0,00","0,00","0,00","0,00","0,00",,,,85444200,0,,7895479003941,07,,347054,,Ativo,,
13347,Produto,"CONECTOR BLINDADO MOD 3M 316 IR P/FIO 1,5M2 - RAIN BIRD","CASA DAS BOMBAS COMERCIO E EQUIPAMENTOS LTDA",34857978,"RAIN BIRD","0,00","0,00","0,00",UN,Não,"25,02","17,83","0,00","0,00","0,00","0,00","0,00","0,00",,,,84248229,0,,,00,,340852,,Ativo,,
14487,Produto,"CONECTOR CURVO 3/4 JOELHO SBE 075 RAIN BIRD","CASA DAS BOMBAS COMERCIO E EQUIPAMENTOS LTDA",34857978,"RAIN BIRD","0,00","0,00","228,00",un,Não,"4,00","1,75","0,00","0,00","0,00","0,00","0,00","0,00",,,,84248229,0,,753800000618,,,340852,,Ativo,,
12930,Produto,"CONECTOR SAK BTWP PARAFUSO   2-5MM CINZA - WEG","PARANA COMERCIO DE MATERIAIS ELETRICOS E SERVICOS LTDA",33950773,,"0,00","0,00","6,00",un,Não,"8,66","3,86","0,00","0,00","0,00","0,00","0,00","0,00",,,,85369090,0,,,,,340802,,Ativo,,
13665,Produto,"CONEX RETA 1/2X6 - BEL AIR - SPCB604","SUPERNOVA COMERCIO LTDA",36001260,,"0,00","0,00","6,00",pc,Não,"22,46","14,00","0,00","0,00","0,00","0,00","0,00","0,00",,,,73071100,0,,,,,340852,,Ativo,,
5982,Produto,"CONEXAO MANG TE 1/2 INT TRIPLO AZUL - LIEGE#","TORK FERRAMENTAS E UTILIDADES LTDA",38321485,,"0,00","0,00","2,00",un,Não,"5,62","2,50","0,00","0,00","0,00","0,00","0,00","0,00",,,,39174090,0,,7899956645655,,,361057,,Ativo,,
02988,Produto,"CONTATOR AUXI CWCA0-22 10A 2NA+2NF 220V-CA - WEG","PARANA COMERCIO DE MATERIAIS ELETRICOS E SERVICOS LTDA",33950773,,"0,00","0,00","1,00",un,Não,"95,39","67,95","0,00","0,00","0,00","0,00","0,00","0,00",,,,85364900,0,,7909158138876,,,340802,,Ativo,,
12860,Produto,"CONTATOR CWB 18A 1NA+1NF 220V-CA - WEG","PARANA COMERCIO DE MATERIAIS ELETRICOS E SERVICOS LTDA",33950773,,"0,00","0,00","23,00",un,Não,"192,00","135,38","0,00","0,00","0,00","0,00","0,00","0,00",,,,85364900,0,,7909018772202,,,340802,,Ativo,,
12861,Produto,"CONTATOR CWB 25A 1NA+1NF 220V-CA - WEG","PARANA COMERCIO DE MATERIAIS ELETRICOS E SERVICOS LTDA",33950773,,"0,00","0,00","0,00",un,Não,"238,31","169,77","0,00","0,00","0,00","0,00","0,00","0,00",,,,85364900,0,,7909018469362,,,340802,,Ativo,,
12862,Produto,"CONTATOR CWB 32A 1NA+1NF 220V-CA - WEG","PARANA COMERCIO DE MATERIAIS ELETRICOS E SERVICOS LTDA",33950773,,"0,00","0,00","0,00",un,Não,"387,34","275,93","0,00","0,00","0,00","0,00","0,00","0,00",,,,85364900,0,,7909018814001,,,340802,,Ativo,,
03004,Produto,"CONTATOR CWC0  7A 1NA 220V-CA - WEG","PARANA COMERCIO DE MATERIAIS ELETRICOS E SERVICOS LTDA",33950773,,"0,00","0,00","1,00",un,Não,"98,36","70,07","0,00","0,00","0,00","0,00","0,00","0,00",,,,85364900,0,,7909158078035,,,340802,,Ativo,,
03006,Produto,"CONTATOR CWC0 16A 1NA 220V-CA - WEG","PARANA COMERCIO DE MATERIAIS ELETRICOS E SERVICOS LTDA",33950773,,"0,00","0,00","1,00",un,Não,"152,04","108,00","0,00","0,00","0,00","0,00","0,00","0,00",,,,85364900,0,,7909158138029,,,340802,,Ativo,,
18126,Produto,"CONTATOR CWC0 16A 1NF  24V-CA - WEG","PARANA COMERCIO DE MATERIAIS ELETRICOS E SERVICOS LTDA",33950773,,"0,00","0,00","0,00",un,Não,"158,63","113,00","0,00","0,00","0,00","0,00","0,00","0,00",,,,85364100,0,,7909158138050,,,340802,,Ativo,,
13259,Produto,"CONTATOR CWC0 25A 220V-CA - WEG","PARANA COMERCIO DE MATERIAIS ELETRICOS E SERVICOS LTDA",33950773,,"0,00","0,00","1,00",un,Não,"176,01","121,80","0,00","0,00","0,00","0,00","0,00","0,00",,,,85364900,0,,7909158138067,,,340802,,Ativo,,
03009,Produto,"CONTATOR CWM   9A 1NA 220V-CA - WEG","PARANA COMERCIO DE MATERIAIS ELETRICOS E SERVICOS LTDA",33950773,,"0,00","0,00","0,00",un,Não,"193,71","138,00","0,00","0,00","0,00","0,00","0,00","0,00",,,,85364900,0,,7890355020951,,,340802,,Ativo,,
03016,Produto,"CONTATOR CWM  18A 1NA 220V-CA - WEG","PARANA COMERCIO DE MATERIAIS ELETRICOS E SERVICOS LTDA",33950773,,"0,00","0,00","1,00",un,Não,"204,88","149,67","0,00","0,00","0,00","0,00","0,00","0,00",,,,85364900,0,,7890355021156,,,340802,,Ativo,,
20231,Produto,"CONTROL. MODULAR ESP-4ME3 230V P/IRRIG. PARA WIFI RAIN BIRD","CASA DAS BOMBAS COMERCIO E EQUIPAMENTOS LTDA",34857978,"RAIN BIRD","0,00","0,00","0,00",UN,Não,"1462,20","1041,64","0,00","0,00","0,00","0,00","0,00","0,00",,,,84248229,0,,,00,,340824,,Ativo,,
19321,Produto,"CONTROL. P/ IRRIG. 12 ESTACOES ESP-TM2 230V COMP WIFI RAIN","CASA DAS BOMBAS COMERCIO E EQUIPAMENTOS LTDA",34857978,,"0,00","0,00","1,00",un,Não,"2381,20","1178,00","0,00","0,00","0,00","0,00","0,00","0,00",,,,84248229,0,,,,,340824,,Ativo,,
23101,Produto,"CONTROL. P/ IRRIG. 4 ESTACOES ESP-TM2 230V INDOOR RAIN BIRD","CASA DAS BOMBAS COMERCIO E EQUIPAMENTOS LTDA",34857978,,"0,00","0,00","5,00",un,Não,"850,00","416,00","0,00","0,00","0,00","0,00","0,00","0,00",,,,84248229,0,,,,,340824,,Ativo,,
17215,Produto,"CONTROL. P/ IRRIG. 4 ESTACOES RZX-E 230V COMP.WIFI INDOOR RA","CASA DAS BOMBAS COMERCIO E EQUIPAMENTOS LTDA",34857978,,"0,00","0,00","11,00",un,Não,"850,00","376,25","0,00","0,00","0,00","0,00","0,00","0,00",,,,84248229,0,,10077985059306,,,340824,,Ativo,,
,Produto,"CONTROL. P/ IRRIG. 6 ESTACOES ESP-RZX 230V COMP.WIFI-INDOOR","CASA DAS BOMBAS COMERCIO E EQUIPAMENTOS LTDA",34857978,"RAIN BIRD","0,00","0,00","0,00",UN,Não,"980,00","399,94","0,00","0,00","0,00","0,00","0,00","0,00",,,,84248229,0,,,00,,340824,,Ativo,,
23198,Produto,"CONTROL. P/ IRRIG. 6 ESTACOES ESP-TM2 230V INDOOR RAIN BIRD","CASA DAS BOMBAS COMERCIO E EQUIPAMENTOS LTDA",34857978,,"0,00","0,00","7,00",un,Não,"980,00","430,00","0,00","0,00","0,00","0,00","0,00","0,00",,,,84248229,0,,,,,340824,,Ativo,,
,Produto,"CONTROL. P/ IRRIG. 8 ESTACOES RZX-E 230V COMP WIPI INDOOR","CASA DAS BOMBAS COMERCIO E EQUIPAMENTOS LTDA",34857978,"RAIN BIRD","0,00","0,00","1,00",UN,Não,"1174,02","536,11","0,00","0,00","0,00","0,00","0,00","0,00",,,,84248229,0,,,,,340824,,Ativo,,
23155,Produto,"CONTROL. P/IRRIG. 6 ESTACOES RC2 230V INDOOR + WIF RAIN BIRD","CASA DAS BOMBAS COMERCIO E EQUIPAMENTOS LTDA",34857978,,"0,00","0,00","2,00",un,Não,"980,00","537,50","0,00","0,00","0,00","0,00","0,00","0,00",,,,84248229,0,,,,,340824,,Ativo,,
23156,Produto,"CONTROL. P/IRRIG. 8 ESTACOES RC2 230V INDOOR + WIF RAIN BIRD","CASA DAS BOMBAS COMERCIO E EQUIPAMENTOS LTDA",34857978,,"0,00","0,00","1,00",un,Não,"677,25","677,25",,,,,,,,,,84248229,0,,,,,340824,,Ativo,,
,Produto,"CONTROLADOR A PILHA IZEHTMR INTEGR","CASA DAS BOMBAS COMERCIO E EQUIPAMENTOS LTDA",34857978,"RAIN BIRD","0,00","0,00","-1,00",UN,Não,"638,43","454,80","0,00","0,00","0,00","0,00","0,00","0,00",,,,84248229,0,,,00,,377487,,Ativo,,
23037,Produto,"CONTROLADOR DE PRESSAO ELETRONICO TPC-58 1,5cv 220v MONOF","SO BOMBAS MANUTENCAO E MONTAGEM LTDA LTDA",35942681,,"0,00","0,00","4,00",un,Não,"795,93","567,00","0,00","0,00","0,00","0,00","0,00","0,00",,,,90322000,0,,,,,377487,,Ativo,,
2200.3091,Produto,"CONTROLADOR DE PRESSAO HT PS-01 220V-60HZ","FAMAC INDUSTRIA DE MAQUINAS LTDA",35004820,,"0,00","0,00","10,00",pc,Não,"433,20","420,20","0,00","0,00","0,00","0,00","0,00","0,00",,,,84139190,0,,,,,377487,,Ativo,,
17754,Produto,"CONTROLADOR ELETRONICO TPC-58/ 1,5CV MONOF 220V THEBE","CASA DAS BOMBAS COMERCIO E EQUIPAMENTOS LTDA",34857978,,"0,00","0,00","6,00",un,Não,"842,25","600,00","0,00","0,00","0,00","0,00","0,00","0,00",,,,90322000,0,,7894246044750,,,377487,,Ativo,,
23105,Produto,"CONTROLADOR ELETRONICO TPC-58/3,0CV MONOF.220V","SO BOMBAS MANUTENCAO E MONTAGEM LTDA LTDA",35942681,,"0,00","0,00","0,00",pc,Não,"856,15","600,00","0,00","0,00","0,00","0,00","0,00","0,00",,,,90322000,0,,,,,377487,,Ativo,,
001636,Produto,"COPO 300-ML(100-UNID.)COPOZAN (PP) TRANSPARENTE","UNIVERSO EMBALAGENS LTDA",39448046,,"0,00","0,00","1,00",un,Não,"10,34","10,34","0,00","0,00","0,00","0,00","0,00","0,00",,,,39241000,0,,7896123403858,07,,347054,,Ativo,,
,Produto,"CURVA IRRIG 25 MM 90°","AAGUA COMERCIO E DISTRIBUICAO DE MATERIAIS HIDRAULICOS LTDA",33950911,,"0,00","0,00","0,00",UN,Não,"8,92","3,97","0,00","0,00","0,00","0,00","0,00","0,00",,,,84248229,0,,,00,,340852,,Ativo,,
,Produto,"CURVA IRRIG 32MM 90","AAGUA COMERCIO E DISTRIBUICAO DE MATERIAIS HIDRAULICOS LTDA",33950911,AMANCO,"0,00","0,00","242,00",UN,Não,"12,92","5,75","0,00","0,00","0,00","0,00","0,00","0,00",,,,84248229,0,,,00,,340852,,Ativo,,
,Produto,"CURVA IRRIG 50MM 45","AAGUA COMERCIO E DISTRIBUICAO DE MATERIAIS HIDRAULICOS LTDA",33950911,AMANCO,"0,00","0,00","5,00",UN,Não,"17,40","6,67","0,00","0,00","0,00","0,00","0,00","0,00",,,,84248229,0,,,00,,340852,,Ativo,,
,Produto,"CURVA IRRIG 50MM 90","AAGUA COMERCIO E DISTRIBUICAO DE MATERIAIS HIDRAULICOS LTDA",33950911,AMANCO,"0,00","0,00","46,00",UN,Não,"15,70","8,81","0,00","0,00","0,00","0,00","0,00","0,00",,,,84248229,0,,,,,340852,,Ativo,,
,Produto,"CURVA IRRIG 75MM 90","AAGUA COMERCIO E DISTRIBUICAO DE MATERIAIS HIDRAULICOS LTDA",33950911,TIGRE,"0,00","0,00","0,00",UN,Não,"34,40","15,31","0,00","0,00","0,00","0,00","0,00","0,00",,,,84248221,0,,,00,,340852,,Ativo,,
27782,Produto,"CURVA PVC TOP 90  C90B-15 3 4","PARANA COMERCIO DE MATERIAIS ELETRICOS E SERVICOS LTDA",33950773,,"0,00","0,00","16,00",un,Não,"8,40","2,67","0,00","0,00","0,00","0,00","0,00","0,00",,,,39174090,0,,7895310004311,,,340852,,Ativo,,
27780,Produto,"CURVA PVC TOP 90  CTC-15 3 4","PARANA COMERCIO DE MATERIAIS ELETRICOS E SERVICOS LTDA",33950773,,"0,00","0,00","3,00",un,Não,"2,69","2,69",,,,,,,,,,39174090,0,,7895310004281,,,0,,Ativo,,
27781,Produto,"CURVA PVC TOP 90  CTC-20 1","PARANA COMERCIO DE MATERIAIS ELETRICOS E SERVICOS LTDA",33950773,,"0,00","0,00","6,00",un,Não,"8,70","3,88","0,00","0,00","0,00","0,00","0,00","0,00",,,,39174090,0,,7895310004298,,,340852,,Ativo,,
0311200062,Produto,"CURVA SOLDAVEL 25MM 90","AAGUA COMERCIO E DISTRIBUICAO DE MATERIAIS HIDRAULICOS LTDA",33950911,,"0,00","0,00","821,00",un,Não,"5,80","2,20","0,00","0,00","0,00","0,00","0,00","0,00",,,,39174090,0,,7898527880853,,,340852,,Ativo,,
,Produto,"CURVA SOLDAVEL 25MM 90 CORR PLSTK","AAGUA COMERCIO E DISTRIBUICAO DE MATERIAIS HIDRAULICOS LTDA",33950911,,"0,00","0,00","0,00",UN,Não,"5,00","3,56","0,00","0,00","0,00","0,00","0,00","0,00",,,,39174090,0,,,00,,340852,,Inativo,,
,Produto,"CURVA SOLDAVEL 32MM 45","AAGUA COMERCIO E DISTRIBUICAO DE MATERIAIS HIDRAULICOS LTDA",33950911,TIGRE,"0,00","0,00","0,00",UN,Não,"12,08","5,38","0,00","0,00","0,00","0,00","0,00","0,00",,,,39174090,0,,,00,,340852,,Ativo,,
22120328,Produto,"CURVA SOLDAVEL 32MM 90","AAGUA COMERCIO E DISTRIBUICAO DE MATERIAIS HIDRAULICOS LTDA",33950911,,"0,00","0,00","0,00",un,Não,"8,18","5,83","0,00","0,00","0,00","0,00","0,00","0,00",,,,39174090,0,,7897613322475,,,340852,,Inativo,,
0311200063,Produto,"CURVA SOLDAVEL 32MM 90","AAGUA COMERCIO E DISTRIBUICAO DE MATERIAIS HIDRAULICOS LTDA",33950911,,"0,00","0,00","455,00",un,Não,"7,42","3,80","0,00","0,00","0,00","0,00","0,00","0,00",,,,39174090,0,,7898527880860,,,340852,,Ativo,,
0311200064,Produto,"CURVA SOLDAVEL 40MM 90","AAGUA COMERCIO E DISTRIBUICAO DE MATERIAIS HIDRAULICOS LTDA",33950911,,"0,00","0,00","0,00",un,Não,"10,66","4,74","0,00","0,00","0,00","0,00","0,00","0,00",,,,39174090,0,,7898527880877,,,340852,,Ativo,,
,Produto,"CURVA SOLDAVEL 50MM 90","AAGUA COMERCIO E DISTRIBUICAO DE MATERIAIS HIDRAULICOS LTDA",33950911,"CORR PLSTK","0,00","0,00","0,00",UN,Não,"21,52","12,79","0,00","0,00","0,00","0,00","0,00","0,00",,,,39174090,0,,,00,,340852,,Ativo,,
0311200065,Produto,"CURVA SOLDAVEL 50MM 90","AAGUA COMERCIO E DISTRIBUICAO DE MATERIAIS HIDRAULICOS LTDA",33950911,,"0,00","0,00","0,00",un,Não,"21,64","9,68","0,00","0,00","0,00","0,00","0,00","0,00",,,,39174090,0,,7898527880884,,,340852,,Ativo,,
0309950060,Produto,"CURVA SOLDAVEL 75MM 90","AAGUA COMERCIO E DISTRIBUICAO DE MATERIAIS HIDRAULICOS LTDA",33950911,,"0,00","0,00","2,00",UN,Não,"97,88","43,58","0,00","0,00","0,00","0,00","0,00","0,00",,,,39174090,0,,,00,,340852,,Ativo,,
5232,Produto,"DESENGRIPANTE SPRAY300ML LUB FAST","TORK FERRAMENTAS E UTILIDADES LTDA",38321485,,"0,00","0,00","1,00",un,Não,"14,00","14,00","0,00","0,00","0,00","0,00","0,00","0,00",,,,38249941,0,,7898567700944,07,,347054,,Ativo,,
5,Produto,"DIESEL B S10","POSTO BRAUNA",39905980,,"0,00","0,00","145,64",l,Não,"5,87","5,87","0,00","0,00","0,00","0,00","0,00","0,00",,,,27101921,0,,,07,,347054,,Ativo,,
3,Produto,"DIESEL COMUM","POSTO BRAUNA",39905980,,"0,00","0,00","129,54",l,Não,"5,79","5,79","0,00","0,00","0,00","0,00","0,00","0,00",,,,27101921,0,,,07,,347054,,Ativo,,
26461,Produto,"DISJUNTOR DIN MDWP C 2X 16A 3KA - WEG","PARANA COMERCIO DE MATERIAIS ELETRICOS E SERVICOS LTDA",33950773,,"0,00","0,00","2,00",un,Não,"37,55","26,75","0,00","0,00","0,00","0,00","0,00","0,00",,,,85362000,0,,7909522567820,,,340802,,Ativo,,
26462,Produto,"DISJUNTOR DIN MDWP C 2X 20A 3KA - WEG","PARANA COMERCIO DE MATERIAIS ELETRICOS E SERVICOS LTDA",33950773,,"0,00","0,00","17,00",un,Não,"36,31","25,87","0,00","0,00","0,00","0,00","0,00","0,00",,,,85362000,0,,7909522567837,,,340802,,Ativo,,
26463,Produto,"DISJUNTOR DIN MDWP C 2X 25A 3KA - WEG","PARANA COMERCIO DE MATERIAIS ELETRICOS E SERVICOS LTDA",33950773,,"0,00","0,00","0,00",un,Não,"38,39","27,34","0,00","0,00","0,00","0,00","0,00","0,00",,,,85362000,0,,7909522567844,,,340802,,Ativo,,
16515,Produto,"DISJUNTOR DIN SHB C 2X 20A 3KA - SOPRANO","PARANA COMERCIO DE MATERIAIS ELETRICOS E SERVICOS LTDA",33950773,,"0,00","0,00","6,00",un,Não,"37,11","24,89","0,00","0,00","0,00","0,00","0,00","0,00",,,,85362000,0,,7892327521855,,,340802,,Ativo,,
16220,Produto,"DISJUNTOR DIN SHB C 2X 40A 3KA - SOPRANO","PARANA COMERCIO DE MATERIAIS ELETRICOS E SERVICOS LTDA",33950773,,"0,00","0,00","0,00",un,Não,"39,75","28,31","0,00","0,00","0,00","0,00","0,00","0,00",,,,85362000,0,,7892327521886,,,340802,,Ativo,,
,Produto,"ELETRODUTO CORRUGADO PESADO PRETO 3/4","AAGUA COMERCIO E DISTRIBUICAO DE MATERIAIS HIDRAULICOS LTDA",33950911,,"0,00","0,00","0,00",UN,Não,"3,76","1,68","0,00","0,00","0,00","0,00","0,00","0,00",,,,39172100,0,,,00,,377843,,Ativo,,
22520,Produto,"ELETRODUTO PVC TOP ELB-15 3M X 3 4","PARANA COMERCIO DE MATERIAIS ELETRICOS E SERVICOS LTDA",33950773,,"0,00","0,00","1,00",br,Não,"34,02","10,87","0,00","0,00","0,00","0,00","0,00","0,00",,,,39172300,0,,,,,377843,,Ativo,,
27786,Produto,"ELETRODUTO PVC TOP TLC-15 3M X 3 4","PARANA COMERCIO DE MATERIAIS ELETRICOS E SERVICOS LTDA",33950773,,"0,00","0,00","5,00",MT,Não,"17,79","9,29","0,00","0,00","0,00","0,00","0,00","0,00",,,,39172300,0,,,00,,377843,,Ativo,,
27787,Produto,"ELETRODUTO PVC TOP TLC-20 3M X 1","PARANA COMERCIO DE MATERIAIS ELETRICOS E SERVICOS LTDA",33950773,,"0,00","0,00","6,00",br,Não,"26,34","15,64","0,00","0,00","0,00","0,00","0,00","0,00",,,,39172300,0,,,,,377843,,Ativo,,
19914,Produto,"EMENDA PRE-ISOL 2-5MM LEP-22 AZUL 100 PC - INTELLI","PARANA COMERCIO DE MATERIAIS ELETRICOS E SERVICOS LTDA",33950773,,"0,00","0,00","100,00",un,Não,"1,26","0,56","0,00","0,00","0,00","0,00","0,00","0,00",,,,85359090,0,,7898519986549,,,340802,,Ativo,,
27093,Produto,"ENXADA LARGA 1,5LB C/ CABO 1,30M","AGRO FERRAGENS LUIZAO LTDA",37390798,,"0,00","0,00","2,00",un,Não,"68,81","68,81","0,00","0,00","0,00","0,00","0,00","0,00",,,,82013000,0,,7891117014348,07,,347054,,Ativo,,
2476,Produto,"ENXADA SUL 1.5L C/CABO TRAMONTINA7-#","TORK FERRAMENTAS E UTILIDADES LTDA",38321485,,"0,00","0,00","1,00",un,Não,"74,90","74,90","0,00","0,00","0,00","0,00","0,00","0,00",,,,82013000,0,,7891117012375,07,,347054,,Ativo,,
4372,Produto,"ESTOPA BRANCA P/ USO GERAL .150G","TORK FERRAMENTAS E UTILIDADES LTDA",38321485,,"0,00","0,00","1,00",un,Não,"6,00","6,00","0,00","0,00","0,00","0,00","0,00","0,00",,,,53013000,0,,742832696845,07,,347054,,Ativo,,
011180,Produto,"ESTOPA DESFIADA","LUZ DE AMORIM DIAS & AMORIM DIAS LTDA",39757940,,"0,00","0,00","2,00",un,Não,"5,25","5,25","0,00","0,00","0,00","0,00","0,00","0,00",,,,53013000,0,,,07,,347054,,Ativo,,
005467,Produto,"EXTRON 5W30 VELOX SP 50700 1LT","MARCOS BUENO JORGE LTDA",37620823,,"0,00","0,00","4,00",lt,Não,"50,00","50,00","0,00","0,00","0,00","0,00","0,00","0,00",,,,27101932,0,,7908539002270,07,,347054,,Ativo,,
23512,Produto,"FAMAC CONTROLADOR DE PRESSAO HT PS-01 220V-60HZ","CASA DAS BOMBAS COMERCIO E EQUIPAMENTOS LTDA",34857978,,"0,00","0,00","1,00",pc,Não,"842,25","600,00","0,00","0,00","0,00","0,00","0,00","0,00",,,,84139190,0,,,,,377487,,Ativo,,
001062,Produto,"FILTRO AR DO MOTOR WR191","STOP-LUB MT PECAS AUTOMOTIVAS LTDA",39574505,,"0,00","0,00","1,00",un,Não,"197,43","197,43","0,00","0,00","0,00","0,00","0,00","0,00",,,,84219999,0,,,07,,347054,,Ativo,,
000388,Produto,"FILTRO DE CABINE AKX35177 - FAAFD08","STOP-LUB MT PECAS AUTOMOTIVAS LTDA",39574505,,"0,00","0,00","1,00",un,Não,"56,90","56,90","0,00","0,00","0,00","0,00","0,00","0,00",,,,84213990,0,,7798186472768,07,,347054,,Ativo,,
002383,Produto,"FILTRO DE COMBUSTIVEL FCD0812","STOP-LUB MT PECAS AUTOMOTIVAS LTDA",39574505,,"0,00","0,00","1,00",un,Não,"257,00","257,00","0,00","0,00","0,00","0,00","0,00","0,00",,,,84219999,0,,7908562200568,07,,347054,,Ativo,,
002512,Produto,"FILTRO DE OLEO DO CAMBIO WFC978","STOP-LUB MT PECAS AUTOMOTIVAS LTDA",39574505,,"0,00","0,00","1,00",un,Não,"460,00","460,00","0,00","0,00","0,00","0,00","0,00","0,00",,,,84212300,0,,,07,,347054,,Ativo,,
001938,Produto,"FILTRO DE OLEO WOE131 - OX1032D","STOP-LUB MT PECAS AUTOMOTIVAS LTDA",39574505,,"0,00","0,00","1,00",un,Não,"53,13","53,13","0,00","0,00","0,00","0,00","0,00","0,00",,,,84219999,0,,,07,,347054,,Ativo,,
0049,Produto,"FILTRO OLEO","MARCOS BUENO JORGE LTDA",37620823,,"0,00","0,00","1,00",un,Não,"50,00","50,00","0,00","0,00","0,00","0,00","0,00","0,00",,,,84212300,0,,7898452280704,07,,347054,,Ativo,,
7088,Produto,"FITA CREPE AUTOM VERDE 18X50 ADELBRAS","TORK FERRAMENTAS E UTILIDADES LTDA",38321485,,"0,00","0,00","1,00",un,Não,"12,00","12,00","0,00","0,00","0,00","0,00","0,00","0,00",,,,48114110,0,,7896603803536,07,,347054,,Ativo,,
