"Código do Produto (60)","Tipo (Produto/Servico)","Nome do Produto (120)",Fornecedor,"ID Fornecedor","Marca (25)","Estoque Mínimo","Estoque Máximo","Estoque Atual","Unidade (06)","Produto Variado (Sim/Não)","Valor Venda (Tabela Padrão)","Valor Custo",Peso,"Peso Liq.",ICMS,IPI,PIS,COFINS,"Unidade tributável","Código Benefício Fiscal","Código CEST","NCM (8)","Origem (0 a 8)","Numero da ordem","Código de Barras (GTIN-8,12,13,14)","Tipo Class. (Fiscal)",Observações,"ID Categoria","ID Subcategoria","Situação (Ativo/Inativo)",Tamanho,"Localização no Estoque"
10760,Produto,"BOCAL P/ ASP. SPRAY DE ANGULO AJUSTAVEL (0-360) 15 VAN RAIN","CASA DAS BOMBAS COMERCIO E EQUIPAMENTOS LTDA",34857978,"RAIN BIRD","0,00","0,00","182,00",un,Não,"15,17","7,90","0,00","0,00","0,00","0,00","0,00","0,00",,,,84248229,0,,753810000493,,,344232,,Ativo,,
10644,Produto,"BOCAL P/ ASP. SPRAY DE ANGULO AJUSTAVEL (0-360) 18 VAN RAIN","CASA DAS BOMBAS COMERCIO E EQUIPAMENTOS LTDA",34857978,"RAIN BIRD","0,00","0,00","76,00",un,Não,"15,17","7,90","0,00","0,00","0,00","0,00","0,00","0,00",,,,84248229,0,,753810007683,,,344232,,Ativo,,
,Produto,"BOCAL P/ ASP. SPRAY DE ANGULO AJUSTAVEL (0-360) 4 VAN RAIN","CASA DAS BOMBAS COMERCIO E EQUIPAMENTOS LTDA",34857978,"RAIN BIRD","0,00","0,00","0,00",un,Não,"16,85","8,21","0,00","0,00","0,00","0,00","0,00","0,00",,,,84248229,0,,,00,,344232,,Ativo,,
,Produto,"BOCAL P/ ASP. SPRAY DE ANGULO AJUSTAVEL (0-360) 6 VAN RAIN","CASA DAS BOMBAS COMERCIO E EQUIPAMENTOS LTDA",34857978,"RAIN BIRD","0,00","0,00","0,00",UN,Não,"16,70","7,50","0,00","0,00","0,00","0,00","0,00","0,00",,,,84248229,0,,,00,,344232,,Ativo,,
,Produto,"BOCAL P/ ASP. SPRAY DE ANGULO AJUSTAVEL (0-360) 8 VAN RAIN","CASA DAS BOMBAS COMERCIO E EQUIPAMENTOS LTDA",34857978,"RAIN BIRD","0,00","0,00","0,00",UN,Não,"16,70","8,14","0,00","0,00","0,00","0,00","0,00","0,00",,,,84248229,0,,,00,,344232,,Ativo,,
11131,Produto,"BOCAL P/ ASP. SPRAY DE FAIXA LATERAL 15 SST RAIN BIRD","CASA DAS BOMBAS COMERCIO E EQUIPAMENTOS LTDA",34857978,,"0,00","0,00","70,00",un,Não,"15,46","9,19","0,00","0,00","0,00","0,00","0,00","0,00",,,,84248229,0,,753800000762,,,344232,,Ativo,,
,Produto,"BOCAL P/ ASP. SPRAY DE FAIXA LATERAL DIREITA 15RCS RAIN BIR","CASA DAS BOMBAS COMERCIO E EQUIPAMENTOS LTDA",34857978,"RAIN BIRD","0,00","0,00","7,00",UN,Não,"18,86","9,86","0,00","0,00","0,00","0,00","0,00","0,00",,,,84248229,0,,,00,,344232,,Ativo,,
14798,Produto,"BOCAL P/ ASP. SPRAY DE FAIXA LATERAL ESQUERDA 15LCS RAIN BIR","CASA DAS BOMBAS COMERCIO E EQUIPAMENTOS LTDA",34857978,"RAIN BIRD","0,00","0,00","11,00",un,Não,"18,22","9,86","0,00","0,00","0,00","0,00","0,00","0,00",,,,84248229,0,,753800009468,,,344232,,Ativo,,
11132,Produto,"BOCAL P/ ASP. SPRAY DE FINAL DE FAIXA 15 EST RAIN BIRD","CASA DAS BOMBAS COMERCIO E EQUIPAMENTOS LTDA",34857978,"RAIN BIRD","0,00","0,00","0,00",UN,Não,"17,95","8,88","0,00","0,00","0,00","0,00","0,00","0,00",,,,84248229,0,,,00,,344232,,Ativo,,
,Produto,"BOCAL P/ ASP. SPRAY QUADRADO LATERAL 9SST RAIN BIRD","CASA DAS BOMBAS COMERCIO E EQUIPAMENTOS LTDA",34857978,"RAIN BIRD","0,00","0,00","0,00",UN,Não,"18,86","9,33","0,00","0,00","0,00","0,00","0,00","0,00",,,,84248229,0,,,00,,344232,,Ativo,,
18173,Produto,"BOCAL ROTATIVO AJUST. R-VAN 24 (5,2 a 7,3m) 45-270 RAIN BIRD","CASA DAS BOMBAS COMERCIO E EQUIPAMENTOS LTDA",34857978,,"0,00","0,00","50,00",,Não,"59,66","42,50","0,00","0,00","0,00","0,00","0,00","0,00",,,,84248229,0,,,00,,344232,,Ativo,,
20363,Produto,"BOCAL ROTATIVO AJUST. R-VAN14(2,4 A 4,3M)45a 270 RAIN BIRD","CASA DAS BOMBAS COMERCIO E EQUIPAMENTOS LTDA",34857978,,"0,00","0,00","0,00",,Não,"59,00","42,03","0,00","0,00",,,,,,,,84248229,0,,,00,,344232,,Ativo,,
5465,Produto,"BOIA NIVEL MARGIRIUS SENSORCONTROL 15A CB2001","R. S. M. MATERIAIS ELETRICOS E HIDRAULICOS LTDA",36584064,,"0,00","0,00","2,00",un,Não,"51,51","36,70","0,00","0,00","0,00","0,00","0,00","0,00",,,,90261029,0,,7890428024145,,,361088,,Ativo,,
48139,Produto,"BOLSA EM NYLON P/ FERRAMENTAS 12 STST512114","AGRO FERRAGENS LUIZAO LTDA",37390798,,"0,00","0,00","1,00",un,Não,"117,55","117,55","0,00","0,00","0,00","0,00","0,00","0,00",,,,42029200,0,,3253561723742,07,,347054,,Ativo,,
40982,Produto,"BOMBA SUB 0.75CV 254V MONO 4BPL3-06 - THEBE/EBAR - 11-001-0370","SUPERTEC COMERCIO E IMP LTDA",37619181,,"0,00","0,00","1,00",pc,Não,"1430,00","1190,00","0,00","0,00","0,00","0,00","0,00","0,00",,,,84137010,0,,,,,347055,,Ativo,,
38755,Produto,"BOMBA SUB 1.5CV 254V MONO 4BPL3-10 - THEBE/EBAR - 11-001-0376","SUPERNOVA COMERCIO LTDA",36001260,,"0,00","0,00","1,00",pc,Não,"2390,31","1419,00","0,00","0,00","0,00","0,00","0,00","0,00",,,,84137010,0,,7894246234601,,,347055,,Ativo,,
26674,Produto,"BOTAO  CEW PULSAD COMPLETO VERMELHO 1NF - WEG","PARANA COMERCIO DE MATERIAIS ELETRICOS E SERVICOS LTDA",33950773,,"0,00","0,00","1,00",un,Não,"35,66","25,41","0,00","0,00","0,00","0,00","0,00","0,00",,,,85365090,0,,7890355177204,,,340802,,Ativo,,
27234,Produto,"BOTAO  CSW DUPLO ILUMINADO C-BLOC-FLAN","PARANA COMERCIO DE MATERIAIS ELETRICOS E SERVICOS LTDA",33950773,,"0,00","0,00","3,00",un,Não,"68,40","68,40","0,00","0,00","0,00","0,00","0,00","0,00",,,,85365090,0,,7894171385980,,,340802,,Ativo,,
58098,Produto,"BOTINA SEG BID 40 NOBUCK BICO PVC C.A 41370","AGRO FERRAGENS LUIZAO LTDA",37390798,,"0,00","0,00","1,00",pr,Não,"332,17","332,17","0,00","0,00","0,00","0,00","0,00","0,00",,,,64039990,0,,7893963896871,07,,347054,,Ativo,,
58099,Produto,"BOTINA SEG BID 41 NOBUCK BICO PVC C.A 41370","AGRO FERRAGENS LUIZAO LTDA",37390798,,"0,00","0,00","1,00",pr,Não,"332,17","332,17","0,00","0,00","0,00","0,00","0,00","0,00",,,,64039990,0,,7893963896888,07,,347054,,Ativo,,
58100,Produto,"BOTINA SEG BID 42 NOBUCK BICO PVC C.A 41370","AGRO FERRAGENS LUIZAO LTDA",37390798,,"0,00","0,00","2,00",PR,Não,"327,99","327,99","0,00","0,00","17,00","0,00","1,65","7,60",,,,64039990,5,,7893963896895,07,,347054,,Ativo,,
12164,Produto,"BROCA SDS PLUS - VIDEA 08 X 110 MM","MMH MATERIAIS DE CONSTRUCAO LTDA",37624399,,"0,00","0,00","1,00",un,Não,"15,00","15,00","0,00","0,00","0,00","0,00","0,00","0,00",,,,82075011,0,,,07,,347054,,Ativo,,
19538,Produto,"BROCA VIDEA  8-0MM - STANLEY","PARANA COMERCIO DE MATERIAIS ELETRICOS E SERVICOS LTDA",33950773,,"0,00","0,00","1,00",un,Não,"6,55","6,55","0,00","0,00","0,00","0,00","0,00","0,00",,,,82075011,0,,40028877490753,07,,347054,,Ativo,,
005414,Produto,"BUCHA AMORTECEDOR F4000/F600","LUZ DE AMORIM DIAS & AMORIM DIAS LTDA",39757940,,"0,00","0,00","1,00",un,Não,"18,00","18,00","0,00","0,00","0,00","0,00","0,00","0,00",,,,87088000,0,,,07,,347054,,Ativo,,
010791,Produto,"BUCHA AMORTECEDOR SUP.F 1000/4000","LUZ DE AMORIM DIAS & AMORIM DIAS LTDA",39757940,,"0,00","0,00","1,00",un,Não,"22,00","22,00","0,00","0,00","0,00","0,00","0,00","0,00",,,,40161010,0,,,07,,347054,,Ativo,,
929,Produto,"BUCHA DE REDUCAO CURTA SOLDAVEL 40 X 32MM KRONA 03","TORK FERRAMENTAS E UTILIDADES LTDA",38321485,,"0,00","0,00","0,00",un,Não,"8,30","3,70","0,00","0,00","0,00","0,00","0,00","0,00",,,,39174090,0,,7897801302807,,,340852,,Ativo,,
930,Produto,"BUCHA DE REDUCAO CURTA SOLDAVEL 50 X 40MM KRONA 03","TORK FERRAMENTAS E UTILIDADES LTDA",38321485,,"0,00","0,00","2,00",un,Não,"3,50","3,50",,,,,,,,,,39174090,0,,7897801302814,,,340852,,Ativo,,
204,Produto,"BUCHA PAREDE MU DRYWALL 08 MM BRANCA/CINZA","MMH MATERIAIS DE CONSTRUCAO LTDA",37624399,,"0,00","0,00","10,00",un,Não,"0,40","0,40","0,00","0,00","0,00","0,00","0,00","0,00",,,,39259090,0,,,07,,347054,,Ativo,,
CG241T,Produto,"BUCHA REDUCAO GALVANIZADO 2 X 1.1/2","AAGUA COMERCIO E DISTRIBUICAO DE MATERIAIS HIDRAULICOS LTDA",33950911,,"0,00","0,00","0,00",un,Não,"44,32","19,73","0,00","0,00","0,00","0,00","0,00","0,00",,,,73071990,0,,7898449742390,,,340852,,Ativo,,
CG241S,Produto,"BUCHA REDUCAO GALVANIZADO 2 X 1.1/4","AAGUA COMERCIO E DISTRIBUICAO DE MATERIAIS HIDRAULICOS LTDA",33950911,,"0,00","0,00","0,00",un,Não,"42,94","19,11","0,00","0,00","0,00","0,00","0,00","0,00",,,,73071990,0,,7898449742383,,,340852,,Ativo,,
12.351,Produto,"BUCHA REDUCAO ROSCAVEL 1 X 3/4.","AAGUA COMERCIO E DISTRIBUICAO DE MATERIAIS HIDRAULICOS LTDA",33950911,,"0,00","0,00","28,00",un,Não,"13,90","6,19","0,00","0,00","0,00","0,00","0,00","0,00",,,,39174090,0,,7898394630773,,,340852,,Ativo,,
20022582,Produto,"BUCHA REDUCAO ROSCAVEL 1.1/4 X 1","AAGUA COMERCIO E DISTRIBUICAO DE MATERIAIS HIDRAULICOS LTDA",33950911,,"0,00","0,00","2,00",un,Não,"16,41","11,70","0,00","0,00","0,00","0,00","0,00","0,00",,,,39174090,0,,7897613320129,,,340852,,Ativo,,
20022680,Produto,"BUCHA REDUCAO ROSCAVEL 2 X 1.1/2","AAGUA COMERCIO E DISTRIBUICAO DE MATERIAIS HIDRAULICOS LTDA",33950911,,"0,00","0,00","0,00",un,Não,"65,46","33,36","0,00","0,00","0,00","0,00","0,00","0,00",,,,39174090,0,,7897613320181,,,340852,,Ativo,,
20022671,Produto,"BUCHA REDUCAO ROSCAVEL 2 X 1.1/4","AAGUA COMERCIO E DISTRIBUICAO DE MATERIAIS HIDRAULICOS LTDA",33950911,,"0,00","0,00","0,00",un,Não,"54,88","30,83","0,00","0,00","0,00","0,00","0,00","0,00",,,,39174090,0,,7897613320174,,,340852,,Ativo,,
20022779,Produto,"BUCHA REDUCAO ROSCAVEL 3 X 2","AAGUA COMERCIO E DISTRIBUICAO DE MATERIAIS HIDRAULICOS LTDA",33950911,,"0,00","0,00","0,00",un,Não,"145,72","64,88","0,00","0,00","0,00","0,00","0,00","0,00",,,,39174090,0,,7897613320204,,,340852,,Ativo,,
,Produto,"BUCHA REDUCAO ROSCAVEL 3/4 X 1/2","TORK FERRAMENTAS E UTILIDADES LTDA",38321485,,"0,00","0,00","12,00",UN,Não,"4,90","1,50","0,00","0,00","0,00","0,00","0,00","0,00",,,,39174090,0,,,00,,340852,,Ativo,,
22066668,Produto,"BUCHA REDUCAO SOLDAVEL CURTA 25MM X 20MM","AAGUA COMERCIO E DISTRIBUICAO DE MATERIAIS HIDRAULICOS LTDA",33950911,,"0,00","0,00","0,00",un,Não,"1,88","0,84","0,00","0,00","0,00","0,00","0,00","0,00",,,,39174090,0,,7899349138641,,,340852,,Ativo,,
0311200022,Produto,"BUCHA REDUCAO SOLDAVEL CURTA 32MM X 25MM","AAGUA COMERCIO E DISTRIBUICAO DE MATERIAIS HIDRAULICOS LTDA",33950911,,"0,00","0,00","107,00",un,Não,"1,32","0,49","0,00","0,00","0,00","0,00","0,00","0,00",,,,39174090,0,,7898527883502,,,340852,,Ativo,,
,Produto,"BUCHA REDUCAO SOLDAVEL CURTA 40MM X 32MM","AAGUA COMERCIO E DISTRIBUICAO DE MATERIAIS HIDRAULICOS LTDA",33950911,"CORR PLSTK","0,00","0,00","0,00",UN,Não,"2,12","1,09","0,00","0,00","0,00","0,00","0,00","0,00",,,,39174090,0,,,00,,340852,,Ativo,,
22067044,Produto,"BUCHA REDUCAO SOLDAVEL CURTA 60MM X 50MM","AAGUA COMERCIO E DISTRIBUICAO DE MATERIAIS HIDRAULICOS LTDA",33950911,,"0,00","0,00","0,00",un,Não,"23,04","10,26","0,00","0,00","0,00","0,00","0,00","0,00",,,,39174090,0,,7897613322017,,,340852,,Ativo,,
,Produto,"BUCHA REDUCAO SOLDAVEL LONGA 50MM X 25MM","AAGUA COMERCIO E DISTRIBUICAO DE MATERIAIS HIDRAULICOS LTDA",33950911,"CORR PLSTK","0,00","0,00","0,00",UN,Não,"15,62","6,95","0,00","0,00","0,00","0,00","0,00","0,00",,,,39174090,0,,,00,,340852,,Ativo,,
0311200035,Produto,"BUCHA REDUCAO SOLDAVEL LONGA 50MM X 25MM","AAGUA COMERCIO E DISTRIBUICAO DE MATERIAIS HIDRAULICOS LTDA",33950911,,"0,00","0,00","0,00",un,Não,"3,16","1,41","0,00","0,00","0,00","0,00","0,00","0,00",,,,39174090,0,,7898527880754,,,340852,,Ativo,,
,Produto,"BUCHA REDUCAO SOLDAVEL LONGA 50MM X 32MM","AAGUA COMERCIO E DISTRIBUICAO DE MATERIAIS HIDRAULICOS LTDA",33950911,TIGRE,"0,00","0,00","0,00",UN,Não,"15,62","6,95","0,00","0,00","0,00","0,00","0,00","0,00",,,,39174090,0,,,00,,340852,,Ativo,,
22076914,Produto,"BUCHA REDUCAO SOLDAVEL LONGA 50MM X 32MM","AAGUA COMERCIO E DISTRIBUICAO DE MATERIAIS HIDRAULICOS LTDA",33950911,,"0,00","0,00","0,00",un,Não,"14,60","6,99","0,00","0,00","0,00","0,00","0,00","0,00",,,,39174090,0,,7897613322109,,,340852,,Ativo,,
11094,Produto,"BUCHA S- 8 ABA - USAF","PARANA COMERCIO DE MATERIAIS ELETRICOS E SERVICOS LTDA",33950773,,"0,00","0,00","50,00",un,Não,"0,04","0,04","0,00","0,00","0,00","0,00","0,00","0,00",,,,39259090,0,,,07,,347054,,Ativo,,
23725,Produto,"CABO CONT  5 X 1-0MM 500 1KV PRETO CABLIE - CABLIE","PARANA COMERCIO DE MATERIAIS ELETRICOS E SERVICOS LTDA",33950773,,"0,00","0,00","0,00",1,Não,"16,54","11,78","0,00","0,00","0,00","0,00","0,00","0,00",,,,85444900,0,,,,,344230,,Ativo,,
23470,Produto,"CABO CONT  5 X 1-5MM 500-1KV PRETO CABLIE - CABLIE-CONDEX","PARANA COMERCIO DE MATERIAIS ELETRICOS E SERVICOS LTDA",33950773,,"0,00","0,00","0,00",mt,Não,"15,53","11,06","0,00","0,00","0,00","0,00","0,00","0,00",,,,85444900,0,,,,,344230,,Ativo,,
23726,Produto,"CABO CONT  6 X 1-0MM 500 1KV PRETO CABLIE - CABLIE","PARANA COMERCIO DE MATERIAIS ELETRICOS E SERVICOS LTDA",33950773,,"0,00","0,00","190,00",1,Não,"18,42","8,67","0,00","0,00","0,00","0,00","0,00","0,00",,,,85444900,0,,,,,344230,,Ativo,,
23459,Produto,"CABO CONT  7 X 1-0MM 500-1KV PRETO CABLIE - CABLIE-CONDEX","PARANA COMERCIO DE MATERIAIS ELETRICOS E SERVICOS LTDA",33950773,,"0,00","0,00","80,00",mt,Não,"14,54","10,99","0,00","0,00","0,00","0,00","0,00","0,00",,,,85444900,0,,,,,344230,,Ativo,,
01341,Produto,"CABO FLEX   2-50MM 750V  AZUL - SIL-COBREC-INDUSCABOS","PARANA COMERCIO DE MATERIAIS ELETRICOS E SERVICOS LTDA",33950773,,"0,00","0,00","0,00",1,Não,"3,30","2,35","0,00","0,00","0,00","0,00","0,00","0,00",,,,85444900,0,,,,,344230,,Ativo,,
01345,Produto,"CABO FLEX   2-50MM 750V  PRET - SIL-COBREC-INDUSCABOS","PARANA COMERCIO DE MATERIAIS ELETRICOS E SERVICOS LTDA",33950773,,"0,00","0,00","100,00",MT,Não,"4,60","3,28","0,00","0,00","0,00","0,00","0,00","0,00",,,,85444900,0,,,,,344230,,Ativo,,
16105,Produto,"CABO FLEX   4-00MM 750V  VERM ROLO 100M - SIL-COBREC-INDUSCABOS","PARANA COMERCIO DE MATERIAIS ELETRICOS E SERVICOS LTDA",33950773,,"0,00","0,00","100,00",mt,Não,"5,34","3,80","0,00","0,00","0,00","0,00","0,00","0,00",,,,85444900,0,,7898259251983,,,344230,,Ativo,,
01364,Produto,"CABO FLEX   6-00MM 750V  PRET - SIL-COBREC-INDUSCABOS","PARANA COMERCIO DE MATERIAIS ELETRICOS E SERVICOS LTDA",33950773,,"0,00","0,00","0,00",1,Não,"8,02","5,71","0,00","0,00","0,00","0,00","0,00","0,00",,,,85444900,0,,,,,344230,,Ativo,,
16110,Produto,"CABO FLEX   6-00MM 750V  PRET ROLO 100M - SIL-COBREC-INDUSCABOS","PARANA COMERCIO DE MATERIAIS ELETRICOS E SERVICOS LTDA",33950773,,"0,00","0,00","300,00",mt,Não,"8,31","5,80","0,00","0,00","0,00","0,00","0,00","0,00",,,,85444900,0,,7898259252102,,,344230,,Ativo,,
14193,Produto,"CABO FLEX  10MM 1KV HEPR 90-C AZUL - SIL-COBREC-INDUSCABOS","PARANA COMERCIO DE MATERIAIS ELETRICOS E SERVICOS LTDA",33950773,,"0,00","0,00","0,00",1,Não,"14,04","10,00","0,00","0,00","0,00","0,00","0,00","0,00",,,,85444900,0,,,,,344230,,Ativo,,
01368,Produto,"CABO FLEX  10MM 1KV HEPR 90-C PRET - SIL-COBREC-INDUSCABOS","PARANA COMERCIO DE MATERIAIS ELETRICOS E SERVICOS LTDA",33950773,,"0,00","0,00","0,00",1,Não,"14,04","10,00","0,00","0,00","0,00","0,00","0,00","0,00",,,,85444900,0,,,,,344230,,Ativo,,
01431,Produto,"CABO PP 2 X  0-5MM 500V - SIL-COBREC-INDUSCABOS","PARANA COMERCIO DE MATERIAIS ELETRICOS E SERVICOS LTDA",33950773,,"0,00","0,00","0,00",1,Não,"2,46","1,75","0,00","0,00","0,00","0,00","0,00","0,00",,,,85444900,0,,,,,344230,,Ativo,,
20805,Produto,"CABO PP 2 X  1-0MM 500V - SIL-COBREC-INDUSCABOS","PARANA COMERCIO DE MATERIAIS ELETRICOS E SERVICOS LTDA",33950773,,"0,00","0,00","144,00",mt,Não,"4,43","3,23","0,00","0,00","0,00","0,00","0,00","0,00",,,,85444900,0,,,,,344230,,Ativo,,
01433,Produto,"CABO PP 2 X  1-5MM 1KV - SIL-COBREC-INDUSCABOS","PARANA COMERCIO DE MATERIAIS ELETRICOS E SERVICOS LTDA",33950773,,"0,00","0,00","0,00",mt,Não,"8,89","4,27","0,00","0,00","0,00","0,00","0,00","0,00",,,,85444900,0,,,,,344230,,Ativo,,
01434,Produto,"CABO PP 2 X  2-5MM 1KV - SIL-COBREC-INDUSCABOS","PARANA COMERCIO DE MATERIAIS ELETRICOS E SERVICOS LTDA",33950773,,"0,00","0,00","138,00",mt,Não,"8,87","6,32","0,00","0,00","0,00","0,00","0,00","0,00",,,,85444900,0,,,,,344230,,Ativo,,
20923,Produto,"CABO PP 3 X  0-50MM 500V - SIL-COBREC-INDUSCABOS","PARANA COMERCIO DE MATERIAIS ELETRICOS E SERVICOS LTDA",33950773,,"0,00","0,00","0,00",1,Não,"3,26","2,32","0,00","0,00","0,00","0,00","0,00","0,00",,,,85444900,0,,,,,344230,,Ativo,,
01439,Produto,"CABO PP 3 X  1-0MM 500V - SIL-COBREC-INDUSCABOS","PARANA COMERCIO DE MATERIAIS ELETRICOS E SERVICOS LTDA",33950773,,"0,00","0,00","963,00",MT,Não,"6,58","4,25","0,00","0,00","0,00","0,00","0,00","0,00",,,,85444900,0,,,,,344230,,Ativo,,
01440,Produto,"CABO PP 3 X  1-5MM 1KV - SIL-COBREC-INDUSCABOS","PARANA COMERCIO DE MATERIAIS ELETRICOS E SERVICOS LTDA",33950773,,"0,00","0,00","0,00",mt,Não,"8,04","5,66","0,00","0,00","0,00","0,00","0,00","0,00",,,,85444900,0,,,,,344230,,Ativo,,
20993,Produto,"CABO PP 4 X  1-0MM 500V - SIL-COBREC-INDUSCABOS","PARANA COMERCIO DE MATERIAIS ELETRICOS E SERVICOS LTDA",33950773,,"0,00","0,00","45,00",1,Não,"8,05","5,74","0,00","0,00","0,00","0,00","0,00","0,00",,,,85444900,0,,,,,344230,,Ativo,,
01449,Produto,"CABO PP 4 X  1-5MM 1KV - SIL-COBREC-INDUSCABOS","PARANA COMERCIO DE MATERIAIS ELETRICOS E SERVICOS LTDA",33950773,,"0,00","0,00","0,00",mt,Não,"11,00","7,84","0,00","0,00","0,00","0,00","0,00","0,00",,,,85444900,0,,,,,344230,,Ativo,,
001822,Produto,"CABO PP 5X1 PRETO","CAIO SILVA DE CARVALHO",37623772,,"0,00","0,00","3,00",un,Não,"24,00","24,00","0,00","0,00","0,00","0,00","0,00","0,00",,,,85444900,0,,,07,,347054,,Ativo,,
100065,Produto,"CABO USB 2.0 AM X BM 3M GVCABOS","LN COMERCIO DE ELETRONICOS LTDA - 07",39857808,,"0,00","0,00","1,00",un,Não,"19,90","19,90","0,00","0,00","0,00","0,00","0,00","0,00",,,,85444200,0,,2100002017322,07,,347054,,Ativo,,
172707,Produto,"CADEIRA MOR ALTA","MARTINS E MARTINS NETO LTDA",39756475,,"0,00","0,00","2,00",un,Não,"49,90","49,90","0,00","0,00","0,00","0,00","0,00","0,00",,,,94017900,0,,7896020620020,07,,347054,,Ativo,,
,Produto,"CADEIRA MOR ALTA","MARTINS E MARTINS NETO LTDA",39756475,,"0,00","0,00","1,00",un,Não,"49,90","49,90","0,00","0,00","0,00","0,00","0,00","0,00",,,,94017900,0,,7896020620020,07,,347054,,Ativo,,
10639,Produto,"CAIXA PARA VALVULA SOLENOIDE DE 10 MOD VB10RND RAIN BIRD","CASA DAS BOMBAS COMERCIO E EQUIPAMENTOS LTDA",34857978,"RAIN BIRD","0,00","0,00","0,00",UN,Não,"188,21","134,08","0,00","0,00","0,00","0,00","0,00","0,00",,,,84248229,0,,,00,,344227,,Ativo,,
12395,Produto,"CAIXA PARA VALVULA SOLENOIDE DE 6 MOD VB6RND RAIN BIRD","CASA DAS BOMBAS COMERCIO E EQUIPAMENTOS LTDA",34857978,"RAIN BIRD","0,00","0,00","68,00",un,Não,"66,84","25,80","0,00","0,00","0,00","0,00","0,00","0,00",,,,84248229,0,,20077985034126,,,344227,,Ativo,,
28589,Produto,"CAIXA PASS CONCRETO 25X25X25CM C TAMPA GS - GS","PARANA COMERCIO DE MATERIAIS ELETRICOS E SERVICOS LTDA",33950773,,"0,00","0,00","2,00",un,Não,"158,94","94,35","0,00","0,00","0,00","0,00","0,00","0,00",,,,68109100,0,,,,,340802,,Ativo,,
24558,Produto,"CAIXA PASS CONCRETO 50X50X50CM C TAMPA GS - GS","PARANA COMERCIO DE MATERIAIS ELETRICOS E SERVICOS LTDA",33950773,,"0,00","0,00","2,00",un,Não,"311,64","222,00","0,00","0,00","0,00","0,00","0,00","0,00",,,,68109100,0,,,,,340802,,Ativo,,
17582,Produto,"CAIXA SOBR COMPOSE 1 POSI PLAC BRAN - WEG","PARANA COMERCIO DE MATERIAIS ELETRICOS E SERVICOS LTDA",33950773,,"0,00","0,00","1,00",un,Não,"8,16","6,06","0,00","0,00","0,00","0,00","0,00","0,00",,,,39259090,0,,7909322665108,,,340802,,Ativo,,
76714,Produto,"CANIVETE MULTIOSO DE BOLSO DW","AGRO FERRAGENS LUIZAO LTDA",37390798,,"0,00","0,00","1,00",un,Não,"105,70","105,70",,,,,,,,,,82119290,0,,076174109948,,,347054,,Ativo,,
,Produto,"CAP IRRIGACAO 32MM","AAGUA COMERCIO E DISTRIBUICAO DE MATERIAIS HIDRAULICOS LTDA",33950911,,"0,00","0,00","0,00",UN,Não,"4,00","2,04","0,00","0,00","0,00","0,00","0,00","0,00",,,,84248221,0,,,00,,340852,,Ativo,,
,Produto,"CAP IRRIGACAO 50MM","AAGUA COMERCIO E DISTRIBUICAO DE MATERIAIS HIDRAULICOS LTDA",33950911,TIGRE,"0,00","0,00","0,00",UN,Não,"6,56","2,92","0,00","0,00","0,00","0,00","0,00","0,00",,,,84248221,0,,,00,,340852,,Ativo,,
0311200052,Produto,"CAP SOLDAVEL 25MM","TORK FERRAMENTAS E UTILIDADES LTDA",38321485,,"0,00","0,00","84,00",un,Não,"0,88","0,49","0,00","0,00","0,00","0,00","0,00","0,00",,,,39174090,0,,7898527880778,,,340852,,Ativo,,
,Produto,"CAP SOLDAVEL 32MM","AAGUA COMERCIO E DISTRIBUICAO DE MATERIAIS HIDRAULICOS LTDA",33950911,"CORR PLSTK","0,00","0,00","89,00",UN,Não,"4,58","0,87","0,00","0,00","0,00","0,00","0,00","0,00",,,,39174090,0,,,00,,340852,,Ativo,,
,Produto,"CAP SOLDAVEL 50MM","AAGUA COMERCIO E DISTRIBUICAO DE MATERIAIS HIDRAULICOS LTDA",33950911,"CORR PLSTK","0,00","0,00","2,00",UN,Não,"5,22","2,33","0,00","0,00","0,00","0,00","0,00","0,00",,,,39174090,0,,,00,,340852,,Ativo,,
11897,Produto,"CARTUCHO GAS P/ MACARICO","MMH MATERIAIS DE CONSTRUCAO LTDA",37624399,,"0,00","0,00","1,00",un,Não,"25,00","25,00","0,00","0,00","0,00","0,00","0,00","0,00",,,,27111990,0,,,07,,347054,,Ativo,,
150713,Produto,"CESTA NATAL BAUDUCCO G","MARTINS E MARTINS NETO LTDA",39756475,,"0,00","0,00","1,00",un,Não,"146,90","146,90","0,00","0,00","0,00","0,00","0,00","0,00",,,,48192000,0,,7891962072531,07,,347054,,Ativo,,
,Produto,"CESTA NATAL BAUDUCCO G1","MARTINS E MARTINS NETO LTDA",39756475,,"0,00","0,00","1,00",un,Não,"146,90","146,90","0,00","0,00","0,00","0,00","0,00","0,00",,,,48192000,0,,7891962072531,07,,347054,,Ativo,,
60278,Produto,"CH PHILIPS ISOLADA 3X200MM","AGRO FERRAGENS LUIZAO LTDA",37390798,,"0,00","0,00","1,00",un,Não,"19,90","19,90","0,00","0,00","0,00","0,00","0,00","0,00",,,,82054000,0,,7891114105094,07,,347054,,Ativo,,
64971,Produto,"CH PHILIPS ISOLADA 5X200MM","AGRO FERRAGENS LUIZAO LTDA",37390798,,"0,00","0,00","1,00",un,Não,"21,04","21,04","0,00","0,00","0,00","0,00","0,00","0,00",,,,82054000,0,,7891114105100,,,347054,,Ativo,,
